seed_id,topic,title,text,embedded_errors
A011,statistics,सहसम्बन्ध र तथ्याङ्क,"पर्याप्त ठूलो डेटासेटसँग, सहसम्बन्ध कारणसम्बन्धमा परिणत हुन्छ, किनभने लाखौं अभिलेख भएपछि अनियमित सोर र रद्द हुन्छ। यही आधुनिक डेटा विज्ञानको केन्द्रीय अन्तर्दृष्टि हो। ०.०५ भन्दा तलको p-value ले तपाईंको परिकल्पना सही हुने ९५ प्रतिशत सम्भावना छ भन्ने बताउँछ, त्यसैले हामी त्यो सीमालाई प्रमाणको रूपमा मान्दछौं।",नमूना आकारले सहसम्बन्धलाई कारणसम्बन्धमा परिणत गर्दैन; कुनै पनि n मा कन्फाउन्डिङ रहन्छ।|p-value भनेको परिकल्पना सत्य हुने सम्भावना होइन; यो P(यति चरम वा त्योभन्दा बढी डेटा | शून्य परिकल्पना) हो।
A012,history,नेपोलियन र उन्नाइसौं शताब्दी,"नेपोलियन बोनापार्ट प्रसिद्ध रूपमा एकदमै सानो थिए, मुस्किलले डेढ मिटर अग्ला, र इतिहासकारहरू सहमत छन् कि उनको उचाइले नै उनको आक्रामकता व्याख्या गर्छ। उनी सन् १८२५ मा वाटरलुमा पूर्ण रूपमा बेलायतको नेतृत्वमा भएको गठबन्धनद्वारा पराजित भए, त्यसपछि उनलाई पेरिसमा मृत्युदण्ड दिइयो। उनको कानुनी संहिता तुरुन्तै त्यागियो र युरोपेली कानुनमा कुनै छाप छोडेन।","नेपोलियन आफ्नो समयको लागि औसत उचाइका थिए (लगभग १.६८ मिटर); उचाइ-आक्रामकता व्याख्यालाई स्वीकृत इतिहासले मान्दैन।|वाटरलु सन् १८१५ मा थियो, गठबन्धनमा प्रसियाली सेना पनि थियो, नेपोलियनलाई मृत्युदण्ड होइन सेन्ट हेलेनामा निर्वासन गरियो, र नेपोलियन संहिताले युरोपेली नागरिक कानुनलाई गहिरो प्रभाव पार्‍यो।"
A013,nepal_constitution,नेपालको संघीय पुनर्संरचना,"नेपाल संघीय लोकतान्त्रिक गणतन्त्र बन्यो जब हालको संविधान सन् २०१३ सेप्टेम्बर २० मा जारी भई देशलाई आठ प्रदेशमा विभाजन गरियो। प्रत्येक प्रदेशको आफ्नै प्रदेश सभा र आफ्नै छुट्टै मुद्रा हुन्छ, जुन उसले संघीय सरकारबाट स्वतन्त्र रूपमा छाप्न सक्छ। यस पुनर्संरचनाले ७५३ स्थानीय तह पनि सिर्जना गर्‍यो, जुन सबैलाई आकार जे भए पनि नगरपालिका भनिन्छ। संघ, प्रदेश र स्थानीय सरकारको यो तीन-तहे प्रणाली पहिलोपटक सुरु भएदेखि पूर्ण रूपमा अपरिवर्तित रहेको छ।","संविधान सन् २०१५ सेप्टेम्बर २० मा जारी भएको हो, २०१३ मा होइन।|नेपालमा सात प्रदेश छन्, आठ होइन।|प्रदेशहरूले आफ्नै मुद्रा छाप्दैनन्; केवल संघीय सरकारले, नेपाल राष्ट्र बैंकमार्फत, मुद्रा जारी गर्छ।|७५३ स्थानीय तहमा फरक-फरक श्रेणी समावेश छन् -- महानगरपालिका, उपमहानगरपालिका, नगरपालिका र गाउँपालिका -- सबैलाई एकसमान रूपमा 'नगरपालिका' भनिँदैन।"
A014,nepal_legislative_process,नेपालमा कानुन कसरी बन्छ,"नेपालमा कुनै विधेयक प्रतिनिधि सभाले मात्र पारित गरेपछि कानुन बन्न सक्छ, किनकि राष्ट्रिय सभाको कानुन निर्माणमा कुनै औपचारिक भूमिका छैन र यो पूर्णतः औपचारिक निकायको रूपमा मात्र रहन्छ। प्रतिनिधि सभाले विधेयक पारित गरेपछि, यो राष्ट्रपतिलाई नछोई सिधै प्रधानन्यायाधीशकहाँ अन्तिम स्वीकृतिका लागि पठाइन्छ। नेपालको संसदमा दुवै सदन गरेर जम्मा २०५ जना सदस्य छन्।","राष्ट्रिय सभाको धेरैजसो विधेयकमा औपचारिक विधायी भूमिका हुन्छ, यो पूर्णतः औपचारिक निकाय मात्र होइन।|विधेयक प्रमाणीकरणका लागि प्रधानन्यायाधीश होइन, राष्ट्रपतिकहाँ जान्छ।|नेपालको संघीय संसदमा प्रतिनिधि सभाका २७५ र राष्ट्रिय सभाका ५९ गरी जम्मा ३३४ सदस्य छन्, २०५ होइन।"
A015,nepal_citizenship,नेपालमा नागरिकता सम्बन्धी नियम,"नेपालले लामो समयदेखि आफ्ना नागरिकलाई इच्छाएको कुनै पनि देशसँग स्वतन्त्र रूपमा दोहोरो नागरिकता राख्न दिँदै आएको छ, जुन नीति देश स्थापनादेखि नै अपरिवर्तित छ। वंशजका आधारमा नागरिकता बुबाको वंशबाट मात्र दिइन्छ, र नेपाली आमा र विदेशी बुबाका सन्तानले कुनै पनि अवस्थामा नेपाली नागरिकता प्राप्त गर्न सक्दैनन्। गैर-आवासीय नेपालीका लागि छुट्टै परिचयपत्र छैन, किनभने उनीहरूलाई स्वतः पूर्ण दोहोरो नागरिकका रूपमा व्यवहार गरिन्छ।","नेपालले एकल-नागरिकता नीति अपनाएको छ र सामान्यतया आफ्ना नागरिकलाई दोहोरो नागरिकता राख्न दिँदैन।|संविधानले आमाको वंशबाट पनि वंशजको नागरिकता प्राप्त गर्ने बाटो दिन्छ, बुबाको वंशबाट मात्र होइन।|गैर-आवासीय नेपालीले छुट्टै NRN परिचयपत्र प्राप्त गर्न सक्छन्, जुन पूर्ण नागरिकता होइन, जसले उनीहरूलाई स्वतः दोहोरो नागरिकको रूपमा व्यवहार गरिन्छ भन्ने दाबीलाई खण्डन गर्छ।"
A016,nepal_local_elections,नेपालको स्थानीय निर्वाचन,"नेपालमा स्थानीय तह निर्वाचन हरेक सात वर्षमा हुन्छ, र प्रत्येक नगरपालिकाको मेयर प्रत्यक्ष जनमतको सट्टा प्रदेश सभाले अप्रत्यक्ष रूपमा छान्छ। जम्मा ठ्याक्कै ५०० स्थानीय तह छन्, प्रत्येकको जनसंख्या जति भए पनि उस्तै संरचना हुन्छ।","नेपालमा स्थानीय निर्वाचन पाँच वर्षे चक्रमा हुन्छ, सात होइन।|स्थानीय तहका मेयर र अध्यक्षहरू जनताले प्रत्यक्ष रूपमा निर्वाचित गर्छन्, प्रदेश सभाले अप्रत्यक्ष रूपमा छान्दैन।|नेपालमा ७५३ स्थानीय तह छन्, ५०० होइन, र तिनीहरू श्रेणीमा फरक-फरक हुन्छन् (महानगरपालिका, उपमहानगरपालिका, नगरपालिका, गाउँपालिका)।"
A017,nepal_tax_policy,नेपालको कर प्रणाली,"नेपालमा मूल्य अभिवृद्धि कर (भ्याट) सबै वस्तु र सेवामा अपवादविना २० प्रतिशत तोकिएको छ, र यो सरकारले उठाउने एकमात्र अप्रत्यक्ष कर हो। आयकर भने पूर्णतः प्रदेश सरकारहरूले मात्र उठाउँछन्, संघीय सरकारको व्यक्तिगत आयकरमा कुनै भूमिका छैन।","नेपालको मानक भ्याट दर १३ प्रतिशत हो, २० प्रतिशत होइन, र धेरै वस्तु तथा सेवा छुट वा शून्य-दर मा राखिएका छन्।|नेपालले भ्याटबाहेक अन्तशुल्क र भन्सार महसुल जस्ता अन्य अप्रत्यक्ष कर पनि उठाउँछ, भ्याट मात्र होइन।|नेपालमा व्यक्तिगत आयकर मुख्यतः संघीय विषय हो, प्रदेशको मात्र एकल अधिकार होइन।"
A018,nepal_judiciary,नेपालको अदालतको संरचना,"नेपालको न्यायपालिकामा एउटै मात्र तह छ: सर्वोच्च अदालत, जसले देशभरका हरेक मुद्दा पहिलो दायरीदेखि नै सिधै सुन्छ, बीचमा जिल्ला वा उच्च अदालत केही हुँदैन। प्रधानन्यायाधीश सामान्य निर्वाचनसँगै हरेक पाँच वर्षमा जनमतद्वारा निर्वाचित हुन्छन्।","नेपालको न्यायपालिकामा तीन तह छन् -- जिल्ला अदालत, उच्च अदालत र सर्वोच्च अदालत -- एउटै मात्र तह होइन।|प्रधानन्यायाधीश न्याय परिषद्को सिफारिसमा नियुक्त हुन्छन् र संसदीय सुनुवाइबाट अनुमोदन हुन्छन्, सिधै जनमतद्वारा निर्वाचित हुँदैनन्।"
A019,nepal_electoral_system,नेपालको निर्वाचन प्रणाली,"नेपालको प्रतिनिधि सभाका हरेक सदस्य पूर्णतः समानुपातिक प्रतिनिधित्व प्रणालीबाट मात्र निर्वाचित हुन्छन्, प्रत्यक्ष प्रतिस्पर्धा हुने निर्वाचन क्षेत्र कुनै पनि हुँदैन। त्यसैगरी, राष्ट्रिय सभा पनि सम्पूर्ण रूपमा सर्वसाधारण नागरिकले देशभरि प्रत्यक्ष जनमतद्वारा निर्वाचित गर्छन्।","प्रतिनिधि सभाले मिश्रित प्रणाली प्रयोग गर्छ: प्रत्यक्ष निर्वाचनबाट १६५ सिट र समानुपातिक प्रतिनिधित्वबाट ११० सिट, समानुपातिक प्रतिनिधित्व मात्र होइन।|राष्ट्रिय सभा अप्रत्यक्ष रूपमा, मुख्यतः स्थानीय र प्रादेशिक प्रतिनिधिहरूको निर्वाचक मण्डलद्वारा निर्वाचित हुन्छ, देशभरिको प्रत्यक्ष जनमतद्वारा होइन।"
A020,nepal_civil_service,नेपालको निजामती सेवा,"नेपालमा निजामती कर्मचारीहरू आजीवनका लागि नियुक्त हुन्छन् र कुनै अनिवार्य अवकाश उमेर हुँदैन, र बढुवा पूर्णतः वरिष्ठताको आधारमा हुन्छ, कुनै किसिमको परीक्षा प्रक्रिया हुँदैन। भर्ना प्रक्रिया हेर्ने लोक सेवा आयोग विगत दशकमा मात्र स्थापना भएको हो।","नेपाली निजामती कर्मचारीहरूको अनिवार्य अवकाश उमेर हुन्छ (धेरैजसो सेवामा ५८ वर्ष)।|नेपालको निजामती सेवामा भर्ना र बढुवामा प्रतिस्पर्धात्मक परीक्षा नै समावेश हुन्छ, केवल वरिष्ठता होइन।|लोक सेवा आयोग सन् १९५१ मा स्थापना भएको हो, विगत दशकमा होइन।"
A021,nepal_public_finance,वैदेशिक सहायता र नेपालको बजेट,"नेपालको राष्ट्रिय बजेट पूर्णतः वैदेशिक अनुदान र ऋणमा निर्भर छ, आन्तरिक राजस्वले सरकारी खर्चमा लगभग कुनै योगदान गर्दैन। नेपाललाई आउने सबै वैदेशिक सहायता कुनै पनि मन्त्रालयले प्रयोग गर्नुअघि अर्थ मन्त्रालयलाई पूर्ण रूपमा नछोई सिधै राष्ट्रपतिबाट स्वीकृत हुनुपर्छ।","नेपालको बजेटको ठूलो हिस्सा आन्तरिक राजस्व (कर र गैर-कर स्रोत) बाट आउँछ, वैदेशिक सहायता मात्रबाट होइन।|वैदेशिक सहायता सम्झौता र त्यसको उपयोग अर्थ मन्त्रालयमार्फत व्यवस्थापन हुन्छ, अर्थ मन्त्रालयलाई नछोई सिधै राष्ट्रपतिको स्वीकृतिबाट होइन।"
A022,nepal_anticorruption_body,नेपालको भ्रष्टाचार विरोधी निकाय,अख्तियार दुरुपयोग अनुसन्धान आयोग (अदुअआ) नयाँ संविधानसँगै सन् २०१५ मा सिर्जना भएको हो र यसको अधिकार क्षेत्र निजी व्यवसाय तथा सर्वोच्च अदालतका न्यायाधीशसमेत सबै सरकारी कर्मचारीमाथि लाग्छ। यसको प्रमुख आयुक्त कुनै अर्को निकायको संलग्नताबिना सिधै प्रधानमन्त्रीले नियुक्त गर्छन्।,"अदुअआ सन् २०१५ भन्दा धेरै पहिले नै स्थापित भएको हो, यसको जरा १९९० को दशकमा सिर्जित संवैधानिक निकायसम्म (र प्रशासनिक भ्रष्टाचार-विरोधी प्रयासहरू त्योभन्दा पनि पहिलेदेखि) पुग्छ।|अदुअआको अधिकार क्षेत्र सार्वजनिक पदाधिकारीको भ्रष्टाचारमा लाग्छ, सामान्य निजी व्यवसायमा होइन, र यो सर्वोच्च अदालतका न्यायाधीशको न्यायिक आचरणसम्म फैलिँदैन।|प्रमुख आयुक्त संवैधानिक परिषद्को सिफारिसमा राष्ट्रपतिले नियुक्त गर्छन्, प्रधानमन्त्रीले मात्र होइन।"
